NAME	TITLE	SCORE	
STX19	na	-0.035103902	
OR2AG2	na	-0.035107274	
AC106053.1	na	-0.035111625	
TRNT1	na	-0.035114724	
RNU7-71P	na	-0.035121575	
AC006133.1	na	-0.035121594	
SUSD2P2	na	-0.035125837	
TFF1	na	-0.035126213	
CDC40	na	-0.035128646	
RNU6-447P	na	-0.03513037	
GML	na	-0.035135962	
AC091826.2	na	-0.035139233	
KRT18P12	na	-0.035143856	
AC020904.1	na	-0.035147354	
ATP9A	na	-0.035148643	
AC003989.2	na	-0.035153504	
AC012368.1	na	-0.035158984	
TRIM10	na	-0.03516232	
CSGALNACT2	na	-0.035164792	
OR1AB1P	na	-0.035165437	
IGLON5	na	-0.035166133	
CERS2	na	-0.035168726	
RPL7P36	na	-0.035172224	
RNU7-75P	na	-0.035173148	
GCOM1	na	-0.03517527	
ZNF420	na	-0.035175756	
RIDA	na	-0.03517726	
AC068790.8	na	-0.035178352	
AC002542.1	na	-0.035182398	
SERPINH1P1	na	-0.035184868	
AL513534.1	na	-0.035185438	
RNU4-79P	na	-0.035186473	
UGT2B10	na	-0.035186578	
AC008894.1	na	-0.035186898	
MIR4280	na	-0.035188753	
AL139022.2	na	-0.035191208	
F11	na	-0.035196345	
ITK	na	-0.03519693	
RPL38P1	na	-0.035200775	
AC087741.3	na	-0.03520666	
AL022100.1	na	-0.03520802	
SNORA70B	na	-0.035210274	
HMGB3P26	na	-0.035213113	
SNRNP27	na	-0.035214156	
AC009237.3	na	-0.035214614	
AC025627.2	na	-0.035217654	
SLC39A11	na	-0.03522252	
AL360267.1	na	-0.03522973	
AL139412.1	na	-0.03522984	
NAA40	na	-0.035230476	
RPIAP1	na	-0.035231475	
RIMBP3	na	-0.03523335	
SGO1-AS1	na	-0.035235837	
AC008534.1	na	-0.035237525	
LDHAL6FP	na	-0.03524031	
ALG1L7P	na	-0.035242416	
SNRPCP10	na	-0.03524421	
RPS6KC1	na	-0.03524695	
C11orf1	na	-0.035252005	
AC083875.1	na	-0.035255216	
ZMAT3	na	-0.035257213	
DDX60	na	-0.035257757	
AC098869.1	na	-0.035263173	
RNU6-854P	na	-0.03526564	
LINC02503	na	-0.035271566	
TWISTNB	na	-0.035281926	
MUC7	na	-0.035285503	
LINC01069	na	-0.03528919	
EXOSC9	na	-0.03529316	
AC073862.5	na	-0.03530024	
STRADA	na	-0.03530087	
RPL14	na	-0.035303686	
KAZN	na	-0.035303965	
AC093690.1	na	-0.03530431	
AC126614.1	na	-0.03530491	
AC126323.3	na	-0.035309084	
AC034245.1	na	-0.035314485	
AC012236.1	na	-0.03531698	
MAP2K4	na	-0.035318173	
LINC02082	na	-0.035318665	
AL353604.1	na	-0.0353191	
CCNG1P1	na	-0.03531976	
AC007490.1	na	-0.035320017	
FAM221B	na	-0.035320424	
AC069540.1	na	-0.035320535	
AC022384.1	na	-0.035328344	
BTBD6P1	na	-0.035328504	
CLEC12A	na	-0.03532907	
AC140658.1	na	-0.035329916	
AC113346.1	na	-0.035330635	
LETMD1	na	-0.03533283	
RNA5SP466	na	-0.035337545	
EBLN3P	na	-0.0353381	
AC087463.4	na	-0.035345796	
WASHC5-AS1	na	-0.03534748	
RAB5B	na	-0.035353966	
GLCCI1	na	-0.035354253	
AC007431.1	na	-0.035354663	
AC024257.4	na	-0.03535691	
DLAT	na	-0.035358217	
AC079226.1	na	-0.03536073	
ZCCHC3	na	-0.03536142	
DGKG	na	-0.035369437	
RNU6ATAC27P	na	-0.035370417	
MUC1	na	-0.035371277	
AL117335.1	na	-0.035372436	
ENO1P3	na	-0.035373267	
RNA5SP259	na	-0.03537418	
KRT6C	na	-0.035376985	
AL358176.1	na	-0.03537747	
NCAPG2	na	-0.035377927	
OR4K6P	na	-0.035378348	
XPO5	na	-0.03537996	
MSMB	na	-0.035382144	
AP001775.2	na	-0.035384595	
CXXC1P1	na	-0.035384875	
AC092301.1	na	-0.035385016	
RBPJP7	na	-0.035386007	
G3BP1	na	-0.035387162	
AC118344.2	na	-0.0353906	
CMC1	na	-0.035399795	
ANKRD55	na	-0.03540222	
OMG	na	-0.03540295	
RNA5SP149	na	-0.035405256	
AC106028.3	na	-0.03540957	
LRRC74B	na	-0.035412323	
DHX57	na	-0.035412785	
OR1M1	na	-0.035419766	
AC104162.1	na	-0.035420287	
YAF2	na	-0.03542327	
AC020910.2	na	-0.035423666	
PIGL	na	-0.035431396	
AARS2	na	-0.03543167	
AGR2	na	-0.035435308	
AC069287.3	na	-0.035437487	
AC010538.1	na	-0.035437748	
TDRD7	na	-0.035439305	
AL121759.1	na	-0.035439916	
LCA5L	na	-0.035443418	
LINC02048	na	-0.035445817	
MIR670HG	na	-0.035447404	
AL133215.3	na	-0.035450514	
AC007663.4	na	-0.0354531	
AL365203.2	na	-0.03545413	
SCHIP1	na	-0.035456102	
IMMP1LP3	na	-0.03545624	
AC128707.1	na	-0.035457607	
MIR597	na	-0.035464045	
DNAH2	na	-0.035466187	
ZFP36	na	-0.035467885	
AC104078.2	na	-0.03547039	
MINOS1	na	-0.035471424	
IGHVIII-5-2	na	-0.035472747	
SPX	na	-0.03547289	
BHLHA15	na	-0.03547309	
AC004899.1	na	-0.0354766	
HMGB3P15	na	-0.035477746	
AL451139.1	na	-0.035479333	
TNFRSF10D	na	-0.03548042	
RPL23AP26	na	-0.03548309	
FEV	na	-0.0354842	
LINC00869	na	-0.035486396	
AC011592.1	na	-0.035486415	
MTND5P25	na	-0.035487305	
RPL30P2	na	-0.035488144	
ABHD14B	na	-0.03549126	
RNU6-486P	na	-0.035494477	
FGF22	na	-0.035494808	
MIR4666A	na	-0.035497293	
LINC00632	na	-0.035501607	
AC236430.1	na	-0.03550183	
AP000857.1	na	-0.035503432	
AL357552.1	na	-0.035504743	
HDAC10	na	-0.035506684	
KIF3B	na	-0.035509344	
IFNWP5	na	-0.035510197	
SKOR2	na	-0.035514683	
EPS15	na	-0.035516188	
PMM2P1	na	-0.035517078	
SPTBN4	na	-0.035519656	
LINC01898	na	-0.03552209	
BTF3L4P1	na	-0.03552705	
AC093515.1	na	-0.03553286	
AC025171.2	na	-0.035544045	
RNA5SP75	na	-0.035544656	
AC016747.4	na	-0.035547163	
AC012488.1	na	-0.03554993	
AC005104.2	na	-0.035551395	
AC008895.1	na	-0.03555384	
AC018816.2	na	-0.035554532	
JADE3	na	-0.03555655	
LINC00857	na	-0.03555763	
PPIAP27	na	-0.035559855	
NKAIN1	na	-0.035566363	
AL031133.1	na	-0.035567183	
AC005722.1	na	-0.035568856	
RPL10P6	na	-0.035575796	
NAT14	na	-0.03557644	
CDK5R1	na	-0.035578933	
AC107871.1	na	-0.03558044	
PAX5	na	-0.035580594	
AP003119.3	na	-0.03558239	
AC092032.1	na	-0.035584155	
AC104123.1	na	-0.03558886	
MTND4P25	na	-0.035591748	
AL591501.1	na	-0.03559178	
AC023796.2	na	-0.035593558	
FNDC1	na	-0.035595402	
GUSBP1	na	-0.03559706	
NEK4P2	na	-0.035598412	
AC006012.1	na	-0.03560032	
TSIX	na	-0.03560225	
RNU6-1181P	na	-0.035606354	
AP001610.1	na	-0.03560813	
ACTBP12	na	-0.03560901	
LRRC14	na	-0.035611294	
LIFR-AS1	na	-0.035611607	
MT-TP	na	-0.03561204	
COL6A6	na	-0.03561231	
PRDM1	na	-0.035626438	
AC044784.2	na	-0.035626926	
AC092376.1	na	-0.035630945	
AC040160.1	na	-0.035632618	
RF02154	na	-0.035644364	
TPRX1	na	-0.035648037	
PPIAP77	na	-0.035651688	
UBE2V2P4	na	-0.035653435	
AL450472.1	na	-0.035654906	
ZNF799	na	-0.035658084	
ABI3BP	na	-0.03566307	
AC005514.1	na	-0.035665236	
AC011491.3	na	-0.03566524	
AC008033.3	na	-0.0356657	
AC211486.2	na	-0.03567059	
TNFSF11	na	-0.03567228	
HERC5	na	-0.035673298	
AC023934.1	na	-0.035676833	
AC007879.1	na	-0.035677526	
LINC00517	na	-0.03568252	
LINC02271	na	-0.035686396	
LINC00337	na	-0.035688695	
AL139156.3	na	-0.035693727	
RNU6-219P	na	-0.035698146	
SLC9B1P3	na	-0.03570184	
ADCY4	na	-0.03570276	
PALD1	na	-0.035703827	
AC022392.1	na	-0.035707887	
CYB5B	na	-0.035708416	
RBM26-AS1	na	-0.035711873	
ZNF723	na	-0.03571576	
FAM198B-AS1	na	-0.03571595	
AL590002.1	na	-0.035720047	
RN7SKP203	na	-0.03572011	
PMPCB	na	-0.035720665	
FRG2MP	na	-0.03572145	
CLEC17A	na	-0.035724785	
DNM1P33	na	-0.035725057	
CCDC189	na	-0.035731524	
HSPE1P14	na	-0.035736497	
RNA5SP150	na	-0.035736512	
CDA	na	-0.035740532	
LINC00207	na	-0.035744503	
TRBV17	na	-0.035747096	
MIR550A2	na	-0.035748105	
RPL21P32	na	-0.035748687	
LINC01337	na	-0.035749357	
RNU6-939P	na	-0.035749525	
AC005703.1	na	-0.035750553	
RASSF2	na	-0.035752557	
AC144522.1	na	-0.03575404	
HMGN1P19	na	-0.03575425	
AC004223.1	na	-0.03575821	
AC126283.1	na	-0.03575823	
PCDHA3	na	-0.035761185	
RNU6-1238P	na	-0.03576423	
AL158817.1	na	-0.035771187	
JARID2	na	-0.035778843	
PPFIA2-AS1	na	-0.03578003	
AC087392.5	na	-0.035783608	
AC242426.1	na	-0.035783798	
IGKV1D-39	na	-0.03578402	
AC087277.1	na	-0.03578595	
APOOL	na	-0.035787508	
AC096576.2	na	-0.035788924	
AC008429.4	na	-0.035789352	
NAP1L5	na	-0.035793047	
SAR1A	na	-0.035797313	
AC018755.4	na	-0.03579867	
AP000781.1	na	-0.035798762	
TM9SF2	na	-0.03580043	
XKR5	na	-0.035803404	
HOXC-AS3	na	-0.035803616	
AGBL4-IT1	na	-0.03581233	
AP000763.3	na	-0.03581241	
ZNF564	na	-0.035813913	
RNU6-442P	na	-0.035820894	
AP003472.1	na	-0.035824496	
AC007834.1	na	-0.03582739	
AC010809.1	na	-0.035837956	
MIR8058	na	-0.03584365	
PPIAP30	na	-0.03584532	
CAPN11	na	-0.035848718	
PEAK3	na	-0.035852224	
TCEANC	na	-0.035862032	
RNA5SP197	na	-0.03586222	
AC139712.2	na	-0.03586473	
PPARGC1A	na	-0.035865664	
AL161798.1	na	-0.035870448	
DHRS1	na	-0.03587239	
ADAMTS18	na	-0.03587485	
PDHA1	na	-0.03587743	
LINC01870	na	-0.03587771	
FEN1P1	na	-0.035879355	
RANBP1	na	-0.03589022	
MAD1L1	na	-0.035890374	
RNU6-396P	na	-0.035891727	
AC023590.1	na	-0.035893727	
SNORD6	na	-0.0358965	
AC011773.4	na	-0.035898548	
ACOT6	na	-0.03590444	
KLHL24	na	-0.035909645	
AC015563.1	na	-0.0359152	
AC079336.4	na	-0.03591971	
TMEM65	na	-0.035920497	
PCDHGB3	na	-0.03592282	
RN7SL628P	na	-0.035923637	
AC018868.1	na	-0.035924427	
AC109597.1	na	-0.035926487	
AC136604.1	na	-0.035927426	
AL512274.1	na	-0.03594172	
MLLT10P1	na	-0.035942517	
ERVMER61-1	na	-0.035943996	
AC009533.2	na	-0.035945468	
AC093802.2	na	-0.03596088	
AC092042.1	na	-0.035968654	
PLEKHA8	na	-0.03596994	
HIST1H2BE	na	-0.03597036	
BLK	na	-0.03597378	
RPL10P19	na	-0.035977386	
PLEKHA2	na	-0.03597825	
WIPF3	na	-0.035982683	
RN7SL378P	na	-0.035984162	
OR7E86P	na	-0.035984743	
AL355870.1	na	-0.035985254	
AC011447.3	na	-0.03598893	
LSM11	na	-0.035989277	
AC147055.1	na	-0.035992738	
LINC01184	na	-0.03599587	
OR4K13	na	-0.03599604	
COX6CP18	na	-0.035997868	
RNU6-196P	na	-0.03599831	
AC087752.4	na	-0.035999294	
ZNF806	na	-0.036002304	
HOXA13	na	-0.036008537	
RF02247	na	-0.03601009	
LINC01020	na	-0.036012605	
AC079630.1	na	-0.036014035	
SEC31B	na	-0.03601852	
HPX	na	-0.03602487	
OR7E94P	na	-0.036026083	
GOLT1A	na	-0.0360263	
AC090826.1	na	-0.036027778	
AC011365.2	na	-0.036030844	
YRDCP1	na	-0.03603104	
AP006289.1	na	-0.036035094	
AC073862.2	na	-0.03603635	
BUB1B	na	-0.03604376	
OR7E1P	na	-0.036045175	
LEFTY2	na	-0.036049515	
AC040975.1	na	-0.036053684	
TTC39A-AS1	na	-0.036055848	
SPRR2F	na	-0.036055915	
RNU7-173P	na	-0.036057543	
AC010265.1	na	-0.036062427	
ARIH2	na	-0.036069665	
OTX1	na	-0.036070805	
CDK17	na	-0.036075722	
CASP1P2	na	-0.036079	
RNU6-490P	na	-0.036095273	
MIR548I2	na	-0.036095392	
AC114489.1	na	-0.03609699	
ZFYVE28	na	-0.036103882	
AC092042.3	na	-0.036106247	
TAF8	na	-0.036107026	
MORF4L2P1	na	-0.036112245	
U91324.1	na	-0.036117632	
LINC01473	na	-0.036119156	
LINC00659	na	-0.036122844	
GSPT1	na	-0.036124505	
TAS2R15P	na	-0.036127213	
EHMT1	na	-0.036128845	
AC087318.1	na	-0.03612965	
PMS1	na	-0.036131237	
COQ6	na	-0.03613214	
MIR593	na	-0.03614045	
AL390729.1	na	-0.03614109	
GSK3B	na	-0.0361425	
KIF19	na	-0.03614388	
CYB5R3	na	-0.03614478	
FAM187B2P	na	-0.03614619	
MIR602	na	-0.036148872	
AL050344.1	na	-0.036155924	
AC093799.1	na	-0.03615907	
OR1L8	na	-0.03616234	
AC114786.2	na	-0.036171723	
AC092608.3	na	-0.0361733	
CCDC200	na	-0.036178123	
RPS26P39	na	-0.0361823	
NCS1	na	-0.036182642	
PDCD6IPP1	na	-0.036187008	
MNAT1	na	-0.036187943	
SNORD17	na	-0.036192376	
Z95114.3	na	-0.036194023	
RN7SL246P	na	-0.036194757	
CDR2	na	-0.036195002	
RNU6-1317P	na	-0.036198456	
MIR3691	na	-0.03619883	
SALRNA2	na	-0.036203828	
ERICH6	na	-0.036208693	
LINC01185	na	-0.036209013	
MIR6731	na	-0.03621061	
AC138356.1	na	-0.036211	
AL391704.2	na	-0.036224417	
SLC25A1P1	na	-0.03622514	
AC087752.2	na	-0.036226004	
SNORA70I	na	-0.036226764	
CEMIP	na	-0.036227837	
MTND2P11	na	-0.036230482	
PPY	na	-0.036231533	
LRTM1	na	-0.036235075	
PITRM1-AS1	na	-0.036242716	
AP003555.3	na	-0.036257885	
AC114801.2	na	-0.036259346	
SKOR1	na	-0.03626153	
STXBP6	na	-0.036264002	
VEGFD	na	-0.036265265	
AP003108.1	na	-0.03626652	
ZNF346-IT1	na	-0.036267664	
TTTY2	na	-0.036269218	
DPH6	na	-0.036270186	
LINC02592	na	-0.036274027	
BX284656.1	na	-0.036275752	
SNORD123	na	-0.03627837	
BNIP3P20	na	-0.03628943	
SNORA36A	na	-0.036289778	
SLC33A1	na	-0.03628984	
CYP4A26P	na	-0.036290847	
AC090525.2	na	-0.03629182	
ATP8A2	na	-0.036292266	
RPS29P33	na	-0.03629641	
LINC02558	na	-0.036297157	
IFI27L1	na	-0.03630717	
CHD6	na	-0.036307484	
SPAG9	na	-0.03632121	
CNOT3	na	-0.036322508	
AC013476.2	na	-0.03632309	
TRMU	na	-0.036332566	
PI4KA	na	-0.0363357	
AL355298.1	na	-0.036338706	
RF02133	na	-0.03634182	
LGR4	na	-0.036342636	
ATE1-AS1	na	-0.0363482	
ALS2CL	na	-0.036349747	
SOX2-OT	na	-0.03635022	
AC096719.1	na	-0.036352724	
AL360157.1	na	-0.036354154	
KRR1	na	-0.036354903	
AC008750.5	na	-0.036355898	
CYP4F12	na	-0.0363678	
AL691432.3	na	-0.036371127	
BPNT1	na	-0.03637156	
TMEM89	na	-0.036373887	
RNU6-626P	na	-0.036377054	
RPSAP13	na	-0.036384873	
AL049541.1	na	-0.036385585	
TTC37	na	-0.03638808	
AC005086.2	na	-0.036388557	
ITLN2	na	-0.036392618	
ZNF263	na	-0.036394898	
AC022215.1	na	-0.036395624	
NCBP2-AS1	na	-0.036402408	
RN7SKP243	na	-0.03640538	
SBF2	na	-0.036407247	
RNU6-1318P	na	-0.036408328	
MRGPRF-AS1	na	-0.036409255	
AC009119.1	na	-0.03641053	
AC006461.1	na	-0.036411338	
CNTNAP3P5	na	-0.036413644	
AC108861.1	na	-0.03641565	
AC114485.1	na	-0.036416322	
LINC00839	na	-0.036419705	
AKAP14	na	-0.036421094	
AC009093.2	na	-0.036422342	
LYPD3	na	-0.03642594	
RPS27AP15	na	-0.036432177	
AC114322.1	na	-0.036432948	
SNORD113-4	na	-0.036437765	
KCNIP1	na	-0.0364444	
RN7SKP137	na	-0.03644665	
CRMP1	na	-0.03644704	
AL355613.1	na	-0.0364488	
ACSL1	na	-0.03645	
MIR487B	na	-0.036454834	
AC009305.1	na	-0.03645866	
HRH3	na	-0.036463875	
RHBDL3	na	-0.036463916	
ZNF8	na	-0.036467243	
RPL32P14	na	-0.036469325	
KCNV2	na	-0.03646937	
IGHV1OR16-2	na	-0.03647025	
FBXL13	na	-0.03647146	
AC005529.1	na	-0.036471926	
AC023510.1	na	-0.03647288	
RPL35AP	na	-0.03647312	
LINC02106	na	-0.036473766	
EIF4G3	na	-0.03647433	
AC107464.3	na	-0.036474846	
SCARNA20	na	-0.036478244	
CCAT2	na	-0.036479376	
AL158073.1	na	-0.036479678	
PXDN	na	-0.036480214	
PTGES3P2	na	-0.036483552	
SNORD114-31	na	-0.036493327	
FILIP1	na	-0.03649565	
AC099509.2	na	-0.036497496	
AC084030.1	na	-0.036503226	
GCSAM	na	-0.036513332	
Z69720.1	na	-0.036516786	
HADHAP1	na	-0.03652888	
AL034555.1	na	-0.036533188	
AL359920.1	na	-0.03653798	
TCAIM	na	-0.036543738	
AL121658.1	na	-0.03654554	
IGKV1OR2-11	na	-0.036548045	
OR5A2	na	-0.03655227	
AP000977.1	na	-0.03655435	
BTN1A1	na	-0.0365558	
RPL9P32	na	-0.036567092	
AP001599.1	na	-0.036569618	
AC092375.1	na	-0.036570434	
PRELID3BP5	na	-0.036572028	
MIR193A	na	-0.03657234	
DACT3	na	-0.03657734	
PPP1R1B	na	-0.036578026	
RNF139-AS1	na	-0.036579993	
MIR1193	na	-0.036580916	
SNORA5A	na	-0.036581155	
PRAMEF12	na	-0.03658668	
LINC01716	na	-0.0365903	
AC080013.2	na	-0.036590863	
AC021074.3	na	-0.036594044	
CNTD2	na	-0.03660261	
ATP5F1AP3	na	-0.036605738	
ATXN3L	na	-0.03660646	
AC083801.2	na	-0.036606733	
CYP4F44P	na	-0.036612283	
LINC01270	na	-0.036613684	
MIR4297	na	-0.036614407	
AL691403.2	na	-0.036619887	
AC087623.3	na	-0.036621	
AL139042.1	na	-0.036623947	
XAF1	na	-0.036624648	
ZNF285	na	-0.036627818	
RNU2-11P	na	-0.036633212	
AC027124.2	na	-0.036634147	
TACC3	na	-0.036634494	
AC027139.1	na	-0.036636863	
RNU6-117P	na	-0.036638115	
PRDM10	na	-0.036641706	
AC124891.1	na	-0.036642928	
AC118470.1	na	-0.036646783	
RUSC2	na	-0.03664911	
GBA2	na	-0.036649223	
EFCAB13	na	-0.036651336	
USP9Y	na	-0.03665325	
COL20A1	na	-0.0366539	
ADAT2	na	-0.036658693	
AC107214.1	na	-0.036658727	
ZC3H8	na	-0.036658965	
LRMDA	na	-0.03666339	
AC109479.3	na	-0.036664855	
KCNJ13	na	-0.036668304	
ZNF100	na	-0.036670983	
MTCO1P23	na	-0.036673192	
RF00393	na	-0.036674704	
ZBTB6	na	-0.036675	
CSTB	na	-0.03667645	
RF02119	na	-0.036679123	
FRMPD2	na	-0.036682196	
GATA4	na	-0.036684103	
SLITRK3	na	-0.036685437	
RPS29P4	na	-0.036686603	
RN7SL614P	na	-0.036690112	
BPIFB1	na	-0.036692973	
OR9A4	na	-0.03669449	
GOLGA8S	na	-0.036694605	
AP001048.1	na	-0.036695827	
AC007622.1	na	-0.036696248	
MIR337	na	-0.036696404	
AL353898.1	na	-0.036701694	
CCDC188	na	-0.036708698	
DOCK11	na	-0.03670884	
NUMA1	na	-0.03670982	
AL162457.1	na	-0.036711834	
AL662890.1	na	-0.036714125	
NF1P7	na	-0.03671565	
RNY1P10	na	-0.036718637	
EMCN	na	-0.036720056	
COL4A5	na	-0.036726367	
AC005741.1	na	-0.036729217	
RNU6ATAC35P	na	-0.036731187	
TEX41	na	-0.036731668	
GSTP1	na	-0.03673544	
FAM83E	na	-0.03673719	
AC104462.2	na	-0.03673978	
AC080013.4	na	-0.036746304	
CCDC77	na	-0.036747735	
CNNM3-DT	na	-0.036748372	
CYP2C18	na	-0.036749482	
MTND3P17	na	-0.036754124	
FAM120C	na	-0.03675539	
RSPH1	na	-0.03675716	
AF235103.1	na	-0.03675903	
MTCO1P19	na	-0.03675943	
SUGT1P4-STRA6LP	na	-0.036760196	
PRKAB1	na	-0.036765654	
AL356361.2	na	-0.03676571	
FAM111B	na	-0.03676787	
SCART1	na	-0.036767904	
NRG3-AS1	na	-0.036769174	
MIR3182	na	-0.03677019	
VRK2	na	-0.036776025	
PPT2	na	-0.0367811	
MTND4LP17	na	-0.036783043	
AC004801.6	na	-0.03678703	
LINC01476	na	-0.03679104	
AC019226.1	na	-0.0368013	
AC108517.1	na	-0.036803283	
HNRNPA1P36	na	-0.036804404	
AC118555.1	na	-0.0368051	
ALKBH6	na	-0.03681003	
ANKRD23	na	-0.036811404	
TNFRSF9	na	-0.03681371	
TMEM207	na	-0.036820844	
AC000403.1	na	-0.036821704	
AC104692.2	na	-0.03682199	
ZNF212	na	-0.03682271	
SEC61A2	na	-0.03682289	
C16orf86	na	-0.036828827	
AC246785.1	na	-0.03682939	
RN7SL198P	na	-0.036839373	
AC011632.2	na	-0.036839593	
AC096708.2	na	-0.03683983	
AC108097.1	na	-0.0368467	
AP000867.3	na	-0.036852397	
AC019176.1	na	-0.03686336	
SDHCP2	na	-0.036865205	
AC010542.1	na	-0.036865488	
FAM198B	na	-0.03687755	
AC015911.7	na	-0.036881637	
BX005266.1	na	-0.036883682	
PARG	na	-0.036894485	
PPP1R26P3	na	-0.036895085	
MTND4P1	na	-0.03689559	
OSBP2	na	-0.03689627	
AC025175.1	na	-0.036898922	
SNORA26	na	-0.0369005	
GAPDHP42	na	-0.036904138	
RDH13	na	-0.03690587	
FAM71C	na	-0.03690629	
PPM1E	na	-0.03690966	
AC006059.2	na	-0.03691116	
AC138028.6	na	-0.036917217	
SUPT4H1P1	na	-0.036918532	
MORC1-AS1	na	-0.036918733	
NPM1P11	na	-0.036920596	
BAIAP2-DT	na	-0.036920976	
POLR1A	na	-0.036921885	
SH2D6	na	-0.036925916	
SNORD14A	na	-0.036926366	
LINC02270	na	-0.03692661	
SLC9A9-AS1	na	-0.036932226	
UQCRBP2	na	-0.036932275	
AC116049.1	na	-0.036934298	
LINC01767	na	-0.036937654	
THAP2	na	-0.036938418	
SLC17A7	na	-0.036947995	
AL162386.2	na	-0.03695218	
OSBPL9	na	-0.036953684	
AL121672.3	na	-0.03695876	
AL122035.2	na	-0.036961	
AC018845.3	na	-0.036962733	
AC103592.1	na	-0.036965046	
AC010173.1	na	-0.0369743	
OLMALINC	na	-0.03697556	
NUFIP2	na	-0.0369783	
LINC00423	na	-0.03698107	
C7orf33	na	-0.036983345	
CEACAM6	na	-0.036989078	
PSMC1P5	na	-0.03698969	
AC083843.3	na	-0.036997017	
AC011228.1	na	-0.036998663	
FCRL3	na	-0.037002645	
RNA5SP454	na	-0.037003357	
GCLC	na	-0.037005715	
ZSWIM7	na	-0.037009664	
ZNF556	na	-0.037018128	
AL451044.1	na	-0.03701823	
TMEM220	na	-0.037021577	
RN7SKP152	na	-0.03702412	
STARD9	na	-0.037024308	
HNRNPA3P11	na	-0.037025414	
ARHGAP31-AS1	na	-0.03702839	
AC010132.4	na	-0.037029207	
RN7SL396P	na	-0.037029598	
NIF3L1	na	-0.037030075	
NAP1L1P2	na	-0.03703085	
MIR422A	na	-0.037032984	
RPS3P7	na	-0.037035372	
HNRNPUL2-BSCL2	na	-0.037037704	
RNU6-669P	na	-0.03703874	
AL445305.1	na	-0.037041426	
AL359182.2	na	-0.037045114	
MIR4796	na	-0.03704517	
AC012485.2	na	-0.037045553	
PHLDB3	na	-0.03704861	
RNU6-718P	na	-0.03705226	
IMMP1LP2	na	-0.03705845	
AC096734.2	na	-0.03706091	
SNORA40B	na	-0.037062433	
AC010181.2	na	-0.037062988	
AL121590.1	na	-0.03706509	
TMEM212-IT1	na	-0.037065845	
SMAD5	na	-0.037067216	
AC005539.1	na	-0.03706803	
MIR4319	na	-0.03706995	
CPB2-AS1	na	-0.037070256	
PNOC	na	-0.037074223	
AC134879.2	na	-0.037074782	
ASB9P1	na	-0.03707533	
BBOX1-AS1	na	-0.037076537	
AC018442.2	na	-0.03707672	
MYBPC1	na	-0.03707749	
LINC02181	na	-0.03707855	
ZYG11B	na	-0.03708184	
LINC02232	na	-0.03708283	
RAD23B	na	-0.037084173	
SMG9	na	-0.037086196	
AC026427.1	na	-0.03708825	
LINC01987	na	-0.037098076	
SLC2AXP1	na	-0.03709897	
AC007998.4	na	-0.037102036	
MIR5739	na	-0.03710474	
AC100778.3	na	-0.037105538	
LRRIQ4	na	-0.037107076	
PDZD3	na	-0.03710782	
AL137918.1	na	-0.037113648	
COX5A	na	-0.037132252	
CDT1	na	-0.03713284	
DEF8	na	-0.03713338	
ROBO2P1	na	-0.03713525	
CERK	na	-0.0371355	
KCNK3	na	-0.037140116	
RPL17P1	na	-0.03714286	
AC104971.3	na	-0.037144013	
AC023481.1	na	-0.037148226	
TEKT2	na	-0.03715781	
RCAN3	na	-0.03715841	
AC005034.1	na	-0.037159007	
RNU6-1022P	na	-0.037159078	
AC008825.2	na	-0.037161052	
RN7SL697P	na	-0.03716191	
FAM215A	na	-0.037162177	
KANSL1L	na	-0.037162412	
NEDD8-MDP1	na	-0.037163194	
KRT18P35	na	-0.03716354	
AL390205.1	na	-0.03717069	
AC027228.2	na	-0.037170827	
OPLAH	na	-0.037171956	
SIGLEC5	na	-0.03717244	
AL359745.1	na	-0.037172645	
PLXNB1	na	-0.037175767	
MCUR1P1	na	-0.03717701	
TSTD1	na	-0.037179824	
LUNAR1	na	-0.03718136	
AC008759.2	na	-0.037183512	
AL157791.1	na	-0.03718378	
CC2D2A	na	-0.037184548	
SUGP2	na	-0.037187863	
TMEM242	na	-0.03719353	
TUBE1	na	-0.037199218	
OR6C73P	na	-0.037199896	
AP002807.1	na	-0.03720244	
ATP6V1E1	na	-0.037203845	
DDX5	na	-0.03720541	
KLF3	na	-0.037206113	
ZNF182	na	-0.037207104	
CORO2B	na	-0.03720833	
AC007179.2	na	-0.037212096	
Z70280.1	na	-0.037216	
AC008403.3	na	-0.03722704	
AC093083.1	na	-0.037228663	
AL161669.1	na	-0.037229683	
MRPS18BP1	na	-0.037232526	
HPF1	na	-0.0372343	
TEX10	na	-0.037235864	
RNU11-4P	na	-0.03724183	
FLJ33534	na	-0.03724199	
RBM18	na	-0.037243757	
AC097523.1	na	-0.03724811	
ASF1B	na	-0.037252333	
RNU6-1256P	na	-0.037260886	
GDPD4	na	-0.037260957	
RNU6-32P	na	-0.03726793	
AL121580.1	na	-0.0372701	
FAM173A	na	-0.037270147	
AC107068.1	na	-0.037274748	
AC253576.2	na	-0.037276518	
POU5F1P2	na	-0.03727749	
AC013791.1	na	-0.03727955	
NUMB	na	-0.037283204	
UBA52P8	na	-0.03728331	
S100A11	na	-0.037283815	
AC079298.1	na	-0.037291307	
FAM30C	na	-0.03729137	
OCM2	na	-0.037294336	
COG6	na	-0.037294704	
AL109917.1	na	-0.03729539	
MIR603	na	-0.03729633	
AL391119.1	na	-0.03729784	
TMEM121B	na	-0.037299477	
